,Country,Region,Subregion,Location,State_Regi,Location_t,Project_na,Capacity__,Size,Capacity_1,Capacity_2,Technology,Thermal_de,Thermal_eq,Feedwater,Customer_t,Industry,Customer,Plant_stat,Plant_type,Plant_supp,Plant_su_1,Procuremen,Concession,Dev_consor,EPC_price,Water_pric,Last_updat,Latitude,Longitude,name
1856,U.S.A.,Americas,North America,Tulsa,Oklahoma,Land based,Tulsa,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Mobile Homes,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"240,000 USD",0.0,2012-06-27 03:32:24 UTC,36.1539816,-95.992775,Tulsa
1857,U.S.A.,Americas,North America,Bayside,Texas,Land based,Bayside,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Xylem Inc.,100.0,EPC,0.0,,,0.0,2014-08-12 15:29:28 UTC,28.0939035,-97.2147137,Bayside
1858,U.S.A.,Americas,North America,Los Angeles,California,Land based,Los Angeles,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,MECO,100.0,EPC,0.0,,"240,000 USD",0.0,2014-04-03 15:29:55 UTC,34.0522342,-118.2436849,Los Angele
1859,U.S.A.,Americas,North America,Floridana Beach,Florida,Land based,Floridana Beach,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Presumed Offline,Stand-alone,Basic,100.0,EPC,0.0,,"240,000 USD",0.0,2012-06-27 03:32:07 UTC,27.9464097,-80.4956078,Floridana
1860,U.S.A.,Americas,North America,Morgantown,West Virginia,Land based,Morgantown,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Wastewater,Demonstration,,University,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"340,000 USD",0.0,2012-06-27 03:32:19 UTC,39.629444,-79.955833,Morgantown
1861,U.S.A.,Americas,North America,St. Johns,Arizona,Land based,St. Johns,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Bechtel,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"240,000 USD",0.0,2014-04-03 15:29:54 UTC,43.009400566,-84.5727539063,St. Johns
1862,U.S.A.,Americas,North America,Yuma,Arizona,Land based,Yuma,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"240,000 USD",0.0,2012-06-27 03:31:56 UTC,32.7253249,-114.624397,Yuma
1863,U.S.A.,Americas,North America,Pittsburgh,Pennsylvania,Land based,Pittsburgh,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Dow Water & Process Solutions,Presumed Offline,Stand-alone,,0.0,EPC,0.0,,"240,000 USD",0.0,2016-05-20 10:55:23 UTC,40.4406248,-79.9958864,Pittsburgh
1864,U.S.A.,Americas,North America,Illinois,Illinois,Land based,Caterpillar,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),General,,Online,,Xylem Inc.,100.0,EPC,0.0,,,0.0,2014-04-03 15:30:21 UTC,40.0,-89.25,Caterpilla
1865,U.S.A.,Americas,North America,Magna,Utah,Land based,Magna,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Kennecott Utah Copper,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"240,000 USD",0.0,2012-06-27 03:32:33 UTC,40.7091121,-112.1016088,Magna
1866,U.S.A.,Americas,North America,Salt Lake City,Utah,Land based,Salt Lake City,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Olympus Water,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"240,000 USD",0.0,2012-06-27 03:32:33 UTC,40.7607794,-111.8910474,Salt Lake
1867,U.S.A.,Americas,North America,McPherson,Kansas,Land based,McPherson,227.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"240,000 USD",0.0,2012-06-27 03:32:15 UTC,38.3708415,-97.6642087,McPherson
1868,U.S.A.,Americas,North America,Poughkeepsie,New York,Land based,Poughkeepsie,226.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"240,000 USD",0.0,2012-06-27 03:32:22 UTC,41.7003713,-73.9209701,Poughkeeps
1869,U.S.A.,Americas,North America,Texas,Texas,Land based,Bosque Power,223.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Online,,"Toray Industries, Inc.",100.0,EPC,0.0,,,0.0,2017-11-21 13:58:46 UTC,31.8588037,-97.3586672,Bosque Pow
1870,U.S.A.,Americas,North America,Owensboro,Kentucky,Land based,Owensboro,220.0,S,0.06,0.05,MSF (Multi-stage Flash),Flash,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"230,000 USD",0.0,2014-04-03 15:29:58 UTC,37.7742152,-87.1133304,Owensboro
1871,U.S.A.,Americas,North America,Austin,Texas,Land based,Austin,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,TEXAS INSTRUMENTS,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"230,000 USD",0.0,2014-04-03 15:30:02 UTC,30.267153,-97.7430608,Austin
1872,U.S.A.,Americas,North America,Port Jefferson,New York,Land based,Port Jefferson,220.0,S,0.06,0.05,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Owens-Illinois,Presumed Offline,Stand-alone,Envirogenics,100.0,EPC,0.0,,"230,000 USD",0.0,2014-04-03 15:30:00 UTC,40.9464875,-73.0692732,Port Jeffe
1873,U.S.A.,Americas,North America,Borger,Texas,Land based,Borger,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Gulf Extrusions,Presumed Offline,Stand-alone,Graver Water Systems,100.0,EPC,0.0,,"230,000 USD",0.0,2014-04-03 15:30:02 UTC,35.6678204,-101.3973876,Borger
1874,U.S.A.,Americas,North America,Volney,New York,Land based,Volney,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,Amiantit Group,100.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:22 UTC,43.3428464,-76.3577116,Volney
1875,U.S.A.,Americas,North America,Carrollton,Texas,Land based,Carrollton,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Mostek,Presumed Offline,Stand-alone,Veolia,50.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:29 UTC,32.9537349,-96.8902816,Carrollton
1876,U.S.A.,Americas,North America,Cleveland,Ohio,Land based,Cleveland,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Wastewater,Industry (TDS <10ppm),Metals,Gulf Extrusions,Presumed Offline,Stand-alone,Veolia,100.0,EPC,0.0,,"330,000 USD",0.0,2014-04-03 15:30:00 UTC,41.499444,-81.695278,Cleveland
1877,U.S.A.,Americas,North America,Tequesta,Florida,Land based,Tequesta,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Power Station  / Owens-Illinois,Presumed Offline,Stand-alone,Basic,100.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:12 UTC,26.9681123,-80.1286542,Tequesta
1878,U.S.A.,Americas,North America,Rochester,Minnesota,Land based,Rochester,220.0,S,0.06,0.05,MED (Multi-effect Distillation),,HTE (Horizontal Tube Evaporator),Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Presumed Online,Stand-alone,Altus Capital Partners,100.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:18 UTC,44.0216306,-92.4698992,Rochester
1879,U.S.A.,Americas,North America,Rochester,Minnesota,Land based,Rochester,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,DuPont,Presumed Offline,Stand-alone,Veolia,100.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:18 UTC,44.0216306,-92.4698992,Rochester
1880,U.S.A.,Americas,North America,Hutchinson,Florida,Land based,Hutchinson,220.0,S,0.06,0.05,MSF (Multi-stage Flash),Flash,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Owens-Illinois,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"230,000 USD",0.0,2014-04-03 15:29:57 UTC,27.3545667,-80.2488596,Hutchinson
1881,U.S.A.,Americas,North America,South Carolina,South Carolina,Land based,South Carolina,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"160,000 USD",0.0,2012-06-27 03:32:26 UTC,34.000278,-81.0,South Caro
1882,U.S.A.,Americas,North America,New Hampshire,New Hampshire,Land based,New Hampshire,220.0,S,0.06,0.05,RO (Reverse Osmosis),,,Wastewater,Discharge,,,Presumed Online,Stand-alone,EMCO Group,100.0,EPC,0.0,,"330,000 USD",0.0,2012-06-27 03:32:20 UTC,43.666944,-71.499722,New Hampsh
1883,U.S.A.,Americas,North America,Pittsburgh,Pennsylvania,Land based,Pittsburgh,219.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Gulf Extrusions,Presumed Offline,Stand-alone,Veolia,50.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:02 UTC,40.4406248,-79.9958864,Pittsburgh
1884,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,218.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Presumed Online,Stand-alone,McCormack,100.0,EPC,0.0,,"230,000 USD",0.0,2014-04-03 15:30:02 UTC,32.7830556,-96.8066667,Dallas
1885,U.S.A.,Americas,North America,Cary,Illinois,Land based,Cary,218.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-12 14:38:27 UTC,42.2132499,-88.247685,Cary
1886,U.S.A.,Americas,North America,,Georgia,Land based,Georgia,218.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2016-05-04 13:18:15 UTC,32.1656221,-82.9000751,Georgia
1887,U.S.A.,Americas,North America,Pasadena,California,Land based,Pasadena,218.0,S,0.06,0.05,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,Foster Wheeler,100.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:02 UTC,34.1477849,-118.1445155,Pasadena
1888,U.S.A.,Americas,North America,New York,New York,Land based,New york,218.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2012-06-27 03:34:49 UTC,40.7142691,-74.0059729,New york
1889,U.S.A.,Americas,North America,Portland,Oregon,Land based,Portland,216.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:17 UTC,45.5234515,-122.6762071,Portland
1890,U.S.A.,Americas,North America,Greensboro,Florida,Land based,Greensboro,216.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Gulf Extrusions,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"230,000 USD",0.0,2012-06-27 03:32:07 UTC,30.5693597,-84.7432493,Greensboro
1891,U.S.A.,Americas,North America,Segundo,Colorado,Land based,Segundo,215.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"220,000 USD",0.0,2012-06-27 03:32:05 UTC,37.1252983,-104.7555468,Segundo
1892,U.S.A.,Americas,North America,Phoenix,Arizona,Land based,Phoenix,215.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,Motorola,Presumed Offline,Stand-alone,Saltech,100.0,EPC,0.0,,"220,000 USD",0.0,2014-04-03 15:29:54 UTC,33.4483771,-112.0740373,Phoenix
1893,U.S.A.,Americas,North America,Kapolei,Hawaii,Land based,Kapolei,215.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Gulf Extrusions,Presumed Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"220,000 USD",0.0,2012-06-27 03:32:13 UTC,21.332778,-158.095,Kapolei
1894,U.S.A.,Americas,North America,Mountain View,California,Land based,Mountain View,215.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"220,000 USD",0.0,2012-06-27 03:32:02 UTC,37.3860517,-122.0838511,Mountain V
1895,U.S.A.,Americas,North America,Jensen Beach,Florida,Land based,Jensen Beach,215.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Gulf Extrusions,Presumed Offline,Stand-alone,Basic,100.0,EPC,0.0,,"220,000 USD",0.0,2012-06-27 03:32:08 UTC,27.2544906,-80.2297697,Jensen Bea
1896,U.S.A.,Americas,North America,Melbourne,Florida,Land based,Melbourne,215.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Gulf Extrusions,Presumed Offline,Stand-alone,Veolia,100.0,EPC,0.0,,"220,000 USD",0.0,2012-06-27 03:32:09 UTC,28.0836269,-80.6081089,Melbourne
1897,U.S.A.,Americas,North America,,Pennsylvania,Land based,Pennsylvania,212.0,S,0.06,0.05,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),General,,Online,,GdF Suez,0.0,,0.0,,,0.0,2016-09-13 14:15:53 UTC,41.2033216,-77.1945247,Pennsylvan
1898,U.S.A.,Americas,North America,Carson City,Michigan,Land based,Carson City,212.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,NEPTUNE MICROFLOC,100.0,EPC,0.0,,"220,000 USD",0.0,2014-08-18 10:12:47 UTC,43.1769772,-84.8463945,Carson Cit
1899,U.S.A.,Americas,North America,Key West,Florida,Land based,Key West,212.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,City of Key West,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"220,000 USD",0.0,2016-01-27 09:50:18 UTC,24.5557025,-81.7825914,Key West
1900,U.S.A.,Americas,North America,Bristol,Tennessee,Land based,Bristol,212.0,S,0.06,0.05,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,Veolia,100.0,EPC,0.0,,"220,000 USD",0.0,2014-08-28 08:12:04 UTC,36.5951059,-82.1887444,Bristol
1901,U.S.A.,Americas,North America,Mendota,California,Land based,Mendota,208.0,S,0.05,0.05,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,Brine or concentrated seawater (TDS >50000ppm),Power stations (TDS <10ppm),Power,Water Authority of Jordan,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"680,000 USD",0.0,2014-04-03 15:29:55 UTC,36.7535611,-120.3815574,Mendota
1902,U.S.A.,Americas,North America,Greenwood,South Carolina,Land based,Greenwood,208.0,S,0.05,0.05,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,Envirogenics,100.0,EPC,0.0,,"220,000 USD",0.0,2014-04-03 15:30:01 UTC,34.1954001,-82.1617883,Greenwood
1903,U.S.A.,Americas,North America,Palo Alto,California,Land based,Palo Alto,204.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"210,000 USD",0.0,2012-06-27 03:32:02 UTC,37.4418834,-122.1430195,Palo Alto
1904,U.S.A.,Americas,North America,Oahu,Hawaii,Land based,Oahu,201.0,S,0.05,0.04,MSF (Multi-stage Flash),Flash,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Water Authority of Jordan,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"210,000 USD",0.0,2014-04-03 15:29:58 UTC,21.479722,-157.977778,Oahu
1905,U.S.A.,Americas,North America,Oahu,Hawaii,Land based,Oahu,201.0,S,0.05,0.04,MSF (Multi-stage Flash),Flash,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Water Authority of Jordan,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"210,000 USD",0.0,2014-04-03 15:29:58 UTC,21.479722,-157.977778,Oahu
1906,U.S.A.,Americas,North America,"Layne Christensen - Water Technologies Division, 3804 E. Watkins Street, Phoenix, AZ 85034",Arizona,Land based,"Closed Circuit Desalination pilot, Layne Christensen, Phoenix",200.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Demonstration,General,Layne Christensen Company,Online,Stand-alone,Gaon Holdings Ltd.,100.0,EPC,0.0,,,0.0,2014-08-08 08:34:28 UTC,33.4246199871,-111.999596357,Closed Cir
1907,U.S.A.,Americas,North America,San Diego,California,Land based,San Diego,200.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Municipality,Presumed Online,Stand-alone,Arocon,100.0,EPC,0.0,,"210,000 USD",0.0,2012-06-27 03:32:03 UTC,32.7133553532,-117.173583917,San Diego
1908,U.S.A.,Americas,North America,Hawaii,Hawaii,Land based,Hawaii,200.0,S,0.05,0.04,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,"Enzamin USA, Inc.",Online,Stand-alone,Ace Water Treatment Co. Ltd,100.0,EPC,0.0,,,0.0,2012-06-27 03:32:51 UTC,20.750278,-156.500278,Hawaii
1909,U.S.A.,Americas,North America,Chicago,Illinois,Land based,Chicago,199.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,STAUFFER,Presumed Offline,Stand-alone,Veolia,50.0,EPC,0.0,,"210,000 USD",0.0,2012-06-27 03:32:14 UTC,41.850033,-87.6500523,Chicago
1910,U.S.A.,Americas,North America,Mulberry,Florida,Land based,Mulberry,191.0,S,0.05,0.04,RO (Reverse Osmosis),,,Wastewater,Power stations (TDS <10ppm),Power,Black & Veatch,Presumed Online,Stand-alone,Veolia,100.0,EPC,0.0,,"280,000 USD",0.0,2014-04-03 15:29:57 UTC,27.8953038,-81.9734172,Mulberry
1911,U.S.A.,Americas,North America,Goleta,California,Land based,Goleta,190.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,SBBP,Presumed Offline,Stand-alone,Nitto Denko Corporation,100.0,EPC,0.0,,"100,000 USD",0.0,2012-06-27 03:32:00 UTC,35.435833,-119.8275,Goleta
1912,U.S.A.,Americas,North America,Illinois,Illinois,Land based,Illinois,190.0,S,0.05,0.04,ED (Electrodialysis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"160,000 USD",0.0,2012-06-27 03:32:14 UTC,40.0,-89.25,Illinois
1913,U.S.A.,Americas,North America,Anchorage,Alaska,Land based,Anchorage,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:31:53 UTC,61.2180556,-149.9002778,Anchorage
1914,U.S.A.,Americas,North America,Carlsbad,California,Land based,Carlsbad,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Burroughs,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:31:59 UTC,33.1580933,-117.3505939,Carlsbad
1915,U.S.A.,Americas,North America,Massena,New York,Land based,Massena,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Wastewater,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,,0.0,EPC,0.0,,"280,000 USD",0.0,2012-06-27 03:32:22 UTC,44.9281049,-74.891865,Massena
1916,U.S.A.,Americas,North America,Wyoming,Wyoming,Land based,Wyoming,189.0,S,0.05,0.04,ED (Electrodialysis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,GdF Suez,100.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:32:34 UTC,43.0002381,-107.5009043,Wyoming
1917,U.S.A.,Americas,North America,Sarasota,Florida,Land based,Sarasota,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Vamo,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"200,000 USD",0.0,2016-06-28 16:07:33 UTC,27.3400547152,-82.53094482,Sarasota
1918,U.S.A.,Americas,North America,Ohio,Ohio,Land based,Ohio,189.0,S,0.05,0.04,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Electricity Company,Presumed Offline,Stand-alone,Envirogenics,100.0,EPC,0.0,,"200,000 USD",0.0,2014-04-03 15:30:00 UTC,40.2503398,-83.0001841,Ohio
1919,U.S.A.,Americas,North America,Encinitas,California,Land based,Encinitas,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Irrigation (TDS <1000ppm),,Ecke Ranch,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:32:00 UTC,33.0369867,-117.2919818,Encinitas
1920,U.S.A.,Americas,North America,Earth,Texas,Land based,Earth,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"200,000 USD",0.0,2014-04-03 15:30:02 UTC,34.2331373,-102.4107493,Earth
1921,U.S.A.,Americas,North America,Garden City,Kansas,Land based,Garden City,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,,0.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:32:30 UTC,37.9716898,-100.8726618,Garden Cit
1922,U.S.A.,Americas,North America,Fort Myers,Florida,Land based,Fort Myers,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Estero Woods,Presumed Offline,Stand-alone,Basic,100.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:32:07 UTC,26.640628,-81.8723084,Fort Myers
1923,U.S.A.,Americas,North America,Fort Pierce,Florida,Land based,Fort Pierce,189.0,S,0.05,0.04,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Harbor Branch,Presumed Online,Stand-alone,Arocon,100.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:32:07 UTC,27.4467056,-80.3256056,Fort Pierc
1924,U.S.A.,Americas,North America,Illinois,Illinois,Land based,Illinois,189.0,S,0.05,0.04,ED (Electrodialysis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"200,000 USD",0.0,2012-06-27 03:32:13 UTC,40.0,-89.25,Illinois
